known_heads,shared_tail,target_relation,answers
"[('DYT1', 'manifestation_of'), ('DYT13', 'manifestation_of')]",blepharospasm was seen,may_treat,['botulinum toxin type']
"[('Smoking, Hashish', 'used_for'), ('Finding of tobacco smoking behavior', 'used_for')]",smokings,associated_with,['Spit Tobacco']
"[('Smoking, Hashish', 'used_for'), ('Finding of tobacco smoking behavior', 'used_for')]",smokings,contraindicated_with_disease,['Segesterone (substance)']
"[('adenofibromatous hypertrophy of prostate (diagnosis)', 'contraindicated_with_disease'), ('Achalasias', 'contraindicated_with_disease')]",orphenadrine (medication),has_ingredient,"['orphenadrine 15 MG/ML', 'aluminum hydroxide / niflumic acid / orphenadrine Oral Tablet', 'ORPHENADRINE CITRATE 100 mg ORAL TABLET, EXTENDED RELEASE [ORPHENADRINE CITRATE]', 'orphenadrine citrate 100 MG']"
"[('adenofibromatous hypertrophy of prostate (diagnosis)', 'contraindicated_with_disease'), ('Achalasias', 'contraindicated_with_disease')]",orphenadrine (medication),has_active_ingredient,['Product containing aspirin and caffeine and orphenadrine in oral dose form (medicinal product form)']
"[('adenofibromatous hypertrophy of prostate (diagnosis)', 'contraindicated_with_disease'), ('Achalasias', 'contraindicated_with_disease')]",orphenadrine (medication),physiologic_effect_of,['Striated Muscle Metabolic Alteration [PE]']
"[('adenofibromatous hypertrophy of prostate (diagnosis)', 'contraindicated_with_disease'), ('Achalasias', 'contraindicated_with_disease')]",orphenadrine (medication),therapeutic_class_of,['Analgesics']
"[('Acute erosive gastritis (disorder)', 'location_of'), (""Cushing's ulcers (disorder)"", 'location_of')]",Tunica mucosa gastricae,has_finding_site,"['Atrophy of mucosa of stomach (finding)', 'Acute superficial gastritis (disorder)', 'Hypertrophic glandular gastritis (disorder)']"
"[('Acute erosive gastritis (disorder)', 'location_of'), (""Cushing's ulcers (disorder)"", 'location_of')]",Tunica mucosa gastricae,has_direct_procedure_site,['Excision of mucosa of stomach (procedure)']
"[('Acute erosive gastritis (disorder)', 'location_of'), (""Cushing's ulcers (disorder)"", 'location_of')]",Tunica mucosa gastricae,has_procedure_site,"['gastric mucosa ultrafast test (lab test)', 'Gastric mucosa imaging (procedure)']"
"[('Malignant Pelvic Neoplasm', 'used_for'), ('ABDOMINAL NEOPL', 'co-occurs_with')]",pelvi tumors,has_focus,['anesthesia for radical pelvic tumor procedures (medication)']
"[('Malignant Pelvic Neoplasm', 'used_for'), ('ABDOMINAL NEOPL', 'co-occurs_with')]",pelvi tumors,co-occurs_with,['ABDOMINAL NEOPL']
"[('Malignant Pelvic Neoplasm', 'used_for'), ('ABDOMINAL NEOPL', 'co-occurs_with')]",pelvi tumors,associated_morphology_of,"['Neoplasms benign, malignant and unspecified (including cysts and polyps)']"
"[('UPPER EXTREMITY INJURY STAB WOUND', 'co-occurs_with'), ('LOWER EXTREMITY INJURY STAB WOUND', 'co-occurs_with')]",[X]Assault by unspecified means (event),co-occurs_with,['broken rib']
"[('Adverse effect of benzodiazepines', 'causative_agent_of'), ('Benzodiazepine misuse (finding)', 'associated_with')]",Benzodiazepine (substance),has_component,"['benzodiazepines in urine by confirmatory method (lab test)', 'meconium drug screen benzodiazepines', 'Measurement of 13 or more benzodiazepines', 'Measurement of benzodiazepine in gastric fluid (procedure)', 'benzodiazepines in blood, confirm (lab test)', 'Measurement of 1-12 benzodiazepines']"
"[('Adverse effect of benzodiazepines', 'causative_agent_of'), ('Benzodiazepine misuse (finding)', 'associated_with')]",Benzodiazepine (substance),has_active_ingredient,"['Parenteral form midazolam (product)', 'midazolam hydrochloride (medication)', 'short-acting benzodiazepines (medication)']"
"[('Adverse effect of benzodiazepines', 'causative_agent_of'), ('Benzodiazepine misuse (finding)', 'associated_with')]",Benzodiazepine (substance),clinically_associated_with,['RNDx alcohol abuse']
"[('squamous cell carcinoma of esophagus (diagnosis)', 'associated_morphology_of'), ('Carcinoma liver/biliary system (disorder)', 'associated_morphology_of')]",carcinoma (diagnosis),used_for,"['Neoplasms benign, malignant and unspecified (including cysts and polyps)']"
"[('squamous cell carcinoma of esophagus (diagnosis)', 'associated_morphology_of'), ('Carcinoma liver/biliary system (disorder)', 'associated_morphology_of')]",carcinoma (diagnosis),contraindicated_with_disease,['Dicumarol (product)']
"[('NEDGS', 'manifestation_of'), ('GAMOS5', 'manifestation_of')]",ataxia (diagnosis),associated_with,['NIH stroke scale 7 score for limb ataxia (physical finding)']
"[('NEDGS', 'manifestation_of'), ('GAMOS5', 'manifestation_of')]",ataxia (diagnosis),clinically_associated_with,['anemia (diagnosis)']
"[('Structure of extensor tendon and tendon sheath of fifth toe (body structure)', 'location_of'), ('Structure of tendon and tendon sheath of fifth toe (body structure)', 'location_of')]",Digitus quintus [V] pedis,has_finding_site,"['cellulitis of fifth toe (diagnosis)', 'Traumatic amputation of fifth toe (disorder)', 'complete traumatic amputation of right fifth toe (diagnosis)']"
"[('Structure of extensor tendon and tendon sheath of fifth toe (body structure)', 'location_of'), ('Structure of tendon and tendon sheath of fifth toe (body structure)', 'location_of')]",Digitus quintus [V] pedis,has_direct_procedure_site,"['x-ray of bilateral fifth toes, anteroposterior view', 'reattachment of 5th toe (treatment)']"
"[('Motor cortex epilepsy (disorder)', 'used_for'), ('SEIZURE DIS FOCAL', 'used_for')]",Local convulsion (disorder),may_treat,['Eslicarbazepina']
"[('Motor cortex epilepsy (disorder)', 'used_for'), ('SEIZURE DIS FOCAL', 'used_for')]",Local convulsion (disorder),clinically_associated_with,['Coma (situation)']
"[('HNFJ3', 'manifestation_of'), ('cystinuria (diagnosis)', 'manifestation_of')]",Unspecified kidney failure,clinically_associated_with,['Acidosis NOS (disorder)']
"[('Surgically constructed arteriovenous graft (finding)', 'associated_morphology_of'), ('Mature arteriovenous graft (finding)', 'associated_morphology_of')]",Arteriovenous graft (body structure),has_finding_site,['Infection of arteriovenous graft for hemodialysis (disorder)']
"[('Surgically constructed arteriovenous graft (finding)', 'associated_morphology_of'), ('Mature arteriovenous graft (finding)', 'associated_morphology_of')]",Arteriovenous graft (body structure),has_direct_procedure_site,['hemodialysis accessed by arteriovenous graft (treatment)']
"[('potassium preparations (medication)', 'has_active_ingredient'), ('sodium oxybate (medication)', 'has_active_ingredient')]",calcium + magnesium + potassium + sodium oxybate (medication),has_ingredient,['Product containing precisely calcium oxybate 500 milligram and magnesium oxybate 500 milligram and potassium oxybate 500 milligram and sodium oxybate 500 milligram/1 milliliter conventional release oral solution (clinical drug)']
"[('MIGRAINE, FAMILIAL HEMIPLEGIC 1, WITH PROGRESSIVE CEREBELLAR ATAXIA', 'contraindicated_with_disease'), ('familial hemiplegic migraine type 2', 'contraindicated_with_disease')]",Rizatriptan (substance),has_component,['urine test for rizatriptan by confirmatory method (lab test)']
"[('MIGRAINE, FAMILIAL HEMIPLEGIC 1, WITH PROGRESSIVE CEREBELLAR ATAXIA', 'contraindicated_with_disease'), ('familial hemiplegic migraine type 2', 'contraindicated_with_disease')]",Rizatriptan (substance),has_ingredient,"['rizatriptan Oral Film', 'Oral form rizatriptan (product)', 'rizatriptan 10 MG']"
"[('MIGRAINE, FAMILIAL HEMIPLEGIC 1, WITH PROGRESSIVE CEREBELLAR ATAXIA', 'contraindicated_with_disease'), ('familial hemiplegic migraine type 2', 'contraindicated_with_disease')]",Rizatriptan (substance),therapeutic_class_of,['Antimigraine Agents']
"[('costovertebral angle tenderness (physical finding)', 'clinically_associated_with'), ('chronic sinusitis (diagnosis)', 'clinically_associated_with')]",Common variable immunodeficiency (disorder),contraindicated_with_disease,['varicella-zoster immune globulin (VZIG)']
"[('Circumcision, Female', 'clinically_associated_with'), ('GLUCOSE TOLERANCE TEST ABNORMAL PREV PREG', 'clinically_associated_with')]",DATA BASE,clinically_associated_with,['Unspecified abdominal pain']
"[('Human adenovirus 2 (organism)', 'used_for'), ('Genus Aviadenovirus', 'used_for')]",Family Adenoviridae,has_component,['gastric PCR human adenovirus']
"[('DENTAL CARIES MULTIPLE', 'co-occurs_with'), ('natural teeth', 'used_for')]",tooth loss (symptom),location_of,['Tooth structure (body structure)']
"[('DENTAL CARIES MULTIPLE', 'co-occurs_with'), ('natural teeth', 'used_for')]",tooth loss (symptom),co-occurs_with,['caries was observed']
"[('Poisoning by diazoxide (disorder)', 'causative_agent_of'), ('low blood sugar level', 'contraindicated_with_disease')]",diazoxide (medication),has_ingredient,"['DIAZOXIDE 50MG CAP', 'diazoxide 15 MG/ML']"
"[('Poisoning by diazoxide (disorder)', 'causative_agent_of'), ('low blood sugar level', 'contraindicated_with_disease')]",diazoxide (medication),has_active_ingredient,"['diazoxide@50 mg/mL@ORAL@SUSPENSION, ORAL (FINAL DOSE FORM)']"
"[('Poisoning by diazoxide (disorder)', 'causative_agent_of'), ('low blood sugar level', 'contraindicated_with_disease')]",diazoxide (medication),physiologic_effect_of,['Vasodilation']
"[('Fibrosis of liver (disorder)', 'used_for'), ('P ELEVATED', 'clinically_associated_with')]",hepatic cirrhosis (diagnosis),contraindicated_with_disease,['acetazolamide (medication)']
"[('Fibrosis of liver (disorder)', 'used_for'), ('P ELEVATED', 'clinically_associated_with')]",hepatic cirrhosis (diagnosis),may_treat,['chlorothiazide sodium (medication)']
"[('Fibrosis of liver (disorder)', 'used_for'), ('P ELEVATED', 'clinically_associated_with')]",hepatic cirrhosis (diagnosis),clinically_associated_with,['Alcohol dependence syndrome (& [dipsomania]) (disorder)']
"[('HAND INJURY WOUND', 'co-occurs_with'), ('Operative procedure on upper extremity (procedure)', 'co-occurs_with')]",Hand operation (procedure),co-occurs_with,['Operative procedure on upper extremity (procedure)']
"[('crush injury of pharynx (diagnosis)', 'location_of'), ('acute sore throat (diagnosis)', 'location_of')]",Structure of pharynx,has_finding_site,"['Laceration w/o fb of pharynx and cervical esophagus', 'angioimmunoblastic T-cell lymphoma of pharynx not having achieved remission (diagnosis)', 'Exudative pharyngitis (disorder)', 'Aspiration of gastric contents into pharynx (finding)', 'Acquired incomplete closure of velopharyngeal apparatus (disorder)', 'carcinosarcoma of pharynx (diagnosis)', 'Chronic granular pharyngitis (disorder)', 'laceration of pharynx and cervical esophagus (diagnosis)', 'mass of pharynx (physical finding)', 'laryngopharyngeal reflux (diagnosis)']"
"[('crush injury of pharynx (diagnosis)', 'location_of'), ('acute sore throat (diagnosis)', 'location_of')]",Structure of pharynx,has_direct_procedure_site,"['Excision of uvula and pharynx', 'Endoscopy of pharynx, trachea and esophagus (procedure)', 'Endoscopic control of hemorrhage of pharynx (procedure)', 'Plain X-ray of pharynx and cervical esophagus with contrast (procedure)', 'pharyngolaryngectomy with radical neck dissection with reconstruction (treatment)', 'fluoroscopy of pharynx and cervical esophagus (procedure)', 'Marsupialisation of pharyngeal abscess', 'Pharynogram', 'total pharyngectomy with reconstruction using free flap (treatment)']"
"[('crush injury of pharynx (diagnosis)', 'location_of'), ('acute sore throat (diagnosis)', 'location_of')]",Structure of pharynx,has_procedure_site,"['RADEX PHARYNX/LARX W/FLUOR&/MAGNIFICATION TQ', 'pharyngolaryngectomy with radical neck dissection without reconstruction (treatment)', 'lengthening of palate and pharyngeal flap (treatment)', 'surgical drainage of pharynx with fluoroscopic guidance (treatment)', 'pharyngoplasty (treatment)', 'palatopharyngoplasty (treatment)', 'Evaluation of oral and pharyngeal swallowing function (procedure)', 'palatoplasty for cleft palate with attachment of pharyngeal flap (treatment)', 'Removal of foreign body from pharynx (procedure)', 'a pharyngostomy']"
"[('Edema of oral soft tissues (disorder)', 'associated_with'), ('FSGS6', 'manifestation_of')]",swelling due to excess fluid,co-occurs_with,['pruritus (symptom)']
"[('Edema of oral soft tissues (disorder)', 'associated_with'), ('FSGS6', 'manifestation_of')]",swelling due to excess fluid,may_treat,['Amiloride (substance)']
"[('(2S,4S,5S,7S)-5-Amino-N-(2-carbamoyl-2-methylpropyl)-4-hydroxy-2-isopropyl-7-(4-methoxy-3-(3-methoxypropoxy)benzyl)-8-methylnonamide', 'has_active_ingredient'), ('hydrochlorothiazide (medication)', 'has_active_ingredient')]",Aliskiren + amlodipine + hydrochlorothiazide (product),has_ingredient,['Aliskiren 150mg + amlodipine 5mg + hydrochlorothiazide 12.5mg tablet (product)']
"[('gynecologic surgical procedures (treatment)', 'co-occurs_with'), ('cystectomy (treatment)', 'co-occurs_with')]",ovary removal surgery,has_focus,"['vaginal hysterectomy for uterus 250 grams or less with removal of ovary (treatment)', 'radical trachelectomy without removal of fallopian tubes with removal of ovary(s) (treatment)']"
"[('gynecologic surgical procedures (treatment)', 'co-occurs_with'), ('cystectomy (treatment)', 'co-occurs_with')]",ovary removal surgery,co-occurs_with,['cystectomy (treatment)']
"[('meningococcal infection (diagnosis)', 'may_treat'), ('infection due to Francisella tularensis', 'may_treat')]",minocycline hydrochloride (medication),has_ingredient,"['Minocycline (as minocycline hydrochloride) 100 mg oral capsule', 'Minocin, 50 mg oral tablet']"
"[('meningococcal infection (diagnosis)', 'may_treat'), ('infection due to Francisella tularensis', 'may_treat')]",minocycline hydrochloride (medication),has_active_ingredient,['Minocycline (as minocycline hydrochloride) 50 mg oral capsule']
"[('HIV ASSOC LIPODYSTROPHY SYNDROME', 'may_treat'), ('excision of pituitary gland (treatment)', 'contraindicated_with_disease')]",Tesamorelin (substance),has_ingredient,"['tesamorelin acetate@2 mg base@SUBCUT@VIAL (EA)', 'tesamorelin 2 MG']"
"[('HIV ASSOC LIPODYSTROPHY SYNDROME', 'may_treat'), ('excision of pituitary gland (treatment)', 'contraindicated_with_disease')]",Tesamorelin (substance),therapeutic_class_of,"['Hormonal Agents, Stimulant/Replacement/Modifying (Pituitary)']"
"[('HIV ASSOC LIPODYSTROPHY SYNDROME', 'may_treat'), ('excision of pituitary gland (treatment)', 'contraindicated_with_disease')]",Tesamorelin (substance),mechanism_of_action_of,['IGF Type 1 Receptor Interactions']
"[('(Allergy, unspecified) or (hypersensitivity NOS) (disorder)', 'contraindicated_with_disease'), ('proventil', 'used_for')]",albuterol (medication),has_ingredient,"['Proventil 5mg/ml Solution for Inhalation', 'albuterol 2 MG (as albuterol sulfate 2.4 MG) Oral Tablet', 'ALBUTEROL SULFATE 5 mg in 1 mL RESPIRATORY (INHALATION) SOLUTION', 'albuterol 0.83 MG/ML']"
"[('(Allergy, unspecified) or (hypersensitivity NOS) (disorder)', 'contraindicated_with_disease'), ('proventil', 'used_for')]",albuterol (medication),has_active_ingredient,"['ipratropium bromide + albuterol (medication)', 'Product containing cromoglicic acid and salbutamol', 'bronchodilators albuterol + ambroxol', 'albuterol + cromolyn sodium (medication)', 'albuterol + budesonide (medication)']"
"[('(Allergy, unspecified) or (hypersensitivity NOS) (disorder)', 'contraindicated_with_disease'), ('proventil', 'used_for')]",albuterol (medication),physiologic_effect_of,['Bronchodilation']
"[('Acute herpetic geniculate ganglionitis', 'causative_agent_of'), ('varicella-zoster immune globulin (VZIG)', 'associated_with')]",HHV3,has_component,['viral culture Herpes simplex and Varicella-zoster']
"[('Acute herpetic geniculate ganglionitis', 'causative_agent_of'), ('varicella-zoster immune globulin (VZIG)', 'associated_with')]",HHV3,has_ingredient,"['herpesvirus 3, human Injectable Solution', 'VARICELLA-ZOSTER VIRUS STRAIN OKA/MERCK LIVE ANTIGEN 1350 [PFU] in 0.5 mL SUBCUTANEOUS INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION [VARIVAX]', 'Varicella virus vaccine live 1350pfu powder', 'herpesvirus 3, human Injectable Product']"
